round_index,my_policy,opp_policy,winner,win_reason,total_steps,total_reward_my,total_reward_opp,my_hp_proxy,my_stability,my_energy,opp_hp_proxy,opp_stability,opp_energy,scoreline_after_round,resource_usage,resource_usage_count
1,greedy_q3_policy,momentum_q3_policy,my,tiebreak_state,500,21.128880952380946,64.98483333333333,27.48886666666667,100.0,100.0,49.61693333333333,42.55316666666667,100.0,1:0,"[{'round_index': 1, 'step_index': 6, 'phase': 'in_round', 'side': 'my', 'resource_type': 'timeout', 'reason': '失衡且稳定性偏低，触发局内暂停'}, {'round_index': 1, 'step_index': 8, 'phase': 'in_round', 'side': 'my', 'resource_type': 'reset', 'reason': '倒地后触发人工复位'}, {'round_index': 1, 'step_index': 8, 'phase': 'in_round', 'side': 'opp', 'resource_type': 'timeout', 'reason': '失衡且稳定性偏低，触发局内暂停'}]",3
2,greedy_q3_policy,momentum_q3_policy,my,tiebreak_state,486,127.50021428571426,-13.741714285714284,92.74888666666666,100.0,100.0,2.0396933333333216,100.0,100.0,2:0,"[{'round_index': 2, 'step_index': 3, 'phase': 'in_round', 'side': 'opp', 'resource_type': 'reset', 'reason': '倒地后触发人工复位'}]",1
